pl_name,hostname,discoverymethod,is_transit,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_dens,pl_orbeccen,pl_eqt,pl_insol,st_teff,st_rad,st_mass,st_met,st_logg,sy_dist,sy_snum,sy_pnum
Kepler-897 b,Kepler-897,Transit,1,8.0472642,0.077,2.39,6.3,2.54,0.0,855.0,354.221,5839.0,1.04,1.03,0.04,4.41,1519.25,1,1
Kepler-898 b,Kepler-898,Transit,1,5.8706191,0.0545,1.49,2.83,4.7,0.0,616.0,37.11,4223.0,0.62,0.65,-0.06,4.66,484.891,1,1
Kepler-938 b,Kepler-938,Transit,1,52.6298417,0.2689,2.22,5.56,2.79,0.0,544.0,8.57,5533.0,0.89,0.92,-0.03,4.51,1182.05,1,1
Kepler-986 b,Kepler-986,Transit,1,56.4349938,0.29131,2.36,6.17,2.58,0.0,465.0,10.857,5642.0,0.98,0.96,0.04,4.43,548.364,1,1
Kepler-978 b,Kepler-978,Transit,1,49.6221509,0.2726,2.99,9.22,1.9,0.0,546.0,20.99,6002.0,1.09,1.07,-0.01,4.38,682.522,1,1
Kepler-960 b,Kepler-960,Transit,1,3.12686223,0.03807,2.29,5.86,2.68,0.0,1391.0,129.223,4755.0,0.72,0.77,0.02,4.61,284.916,1,1
Kepler-976 b,Kepler-976,Transit,1,105.9564148,0.4217,3.96,14.9,1.32,0.0,324.0,2.661,5232.0,0.83,0.87,0.07,4.55,1012.41,1,1
Kepler-899 b,Kepler-899,Transit,1,19.17891293,0.1392,2.68,7.65,2.18,0.0,640.0,62.198,5595.0,0.91,0.93,-0.06,4.49,1246.43,1,1
Kepler-1015 b,Kepler-1015,Transit,1,16.00494214,0.1345,3.55,12.3,1.51,0.0,1040.0,172.112,6769.0,1.81,1.49,0.06,4.09,739.357,1,1
Kepler-1002 b,Kepler-1002,Transit,1,4.336429331,0.0564,1.71,3.57,3.92,0.0,1453.0,981.68,6144.0,1.57,1.22,0.04,4.13,408.303,1,1
Kepler-889 b,Kepler-889,Transit,1,3.744439,0.04975,1.09,1.32,5.6,0.0,1328.0,954.588,5961.0,1.25,1.14,0.19,4.3,598.313,1,1
Kepler-903 b,Kepler-903,Transit,1,10.3507721,0.09081,2.01,4.7,3.18,0.0,842.0,274.845,5682.0,0.97,0.98,0.05,4.46,1369.24,1,2
Kepler-904 b,Kepler-904,Transit,1,3.021668632,0.0417,1.77,3.78,3.75,0.0,1332.0,875.419,6160.0,1.25,1.16,0.05,4.31,978.125,1,1
Kepler-918 b,Kepler-918,Transit,1,4.85386933,0.0569,1.74,3.68,3.84,0.0,1052.0,258.702,6028.0,1.14,1.11,0.06,4.37,1025.03,1,1
Kepler-920 b,Kepler-920,Transit,1,6.53192704,0.065,2.42,6.44,2.5,0.0,907.0,153.138,5403.0,0.85,0.89,0.0,4.54,1001.68,1,2
Kepler-961 b,Kepler-961,Transit,1,16.87727414,0.12585,2.55,7.04,2.33,0.0,642.0,40.4,5582.0,0.9,0.96,0.05,4.51,574.314,1,1
Kepler-972 b,Kepler-972,Transit,1,7.03932553,0.0734,4.65,19.5,1.07,0.0,1060.0,266.514,6146.0,1.22,1.15,0.04,4.33,1198.03,1,1
Kepler-886 b,Kepler-886,Transit,1,6.24146367,0.06428,1.52,2.92,4.57,0.0,1111.0,231.432,6098.0,1.16,1.1,-0.01,4.35,711.297,1,1
Kepler-885 b,Kepler-885,Transit,1,18.11472949,0.14403,2.5,6.8,2.39,0.0,830.0,124.646,6187.0,1.35,1.21,0.11,4.26,651.318,1,1
Kepler-906 b,Kepler-906,Transit,1,41.6979976,0.22363,2.11,5.1,2.98,0.0,537.0,21.987,6035.0,1.02,1.06,-0.09,4.45,757.791,1,1
Kepler-466 c,Kepler-466,Transit,1,3.709213846,0.04658,1.25,2.1,5.91,0.0,1206.0,410.4,5927.0,1.05,1.04,-0.01,4.42,530.122,1,2
Kepler-921 b,Kepler-921,Transit,1,51.300634,0.2716,2.87,8.6,2.0,0.0,492.0,15.007,5663.0,0.91,0.93,-0.12,4.5,934.49,1,1
Kepler-943 b,Kepler-943,Transit,1,49.7701438,0.2559,5.93,29.5,0.777,0.0,455.0,10.16,5612.0,0.91,0.93,-0.07,4.5,2300.53,1,1
Kepler-946 b,Kepler-946,Transit,1,11.79162572,0.1002,1.93,4.38,3.35,0.0,857.0,124.072,5665.0,0.93,0.94,-0.09,4.47,1137.29,1,1
Kepler-1014 b,Kepler-1014,Transit,1,16.57110363,0.121,2.39,6.3,2.54,0.0,614.0,33.479,5388.0,0.84,0.88,-0.06,4.54,624.8,1,1
Kepler-852 b,Kepler-852,Transit,1,44.9309804,0.27967,2.54,6.99,2.34,0.0,565.0,92.131,6100.0,1.16,1.19,0.22,4.38,1619.03,1,1
Kepler-884 b,Kepler-884,Transit,1,5.69919514,0.06116,1.23,2.04,6.02,0.0,964.0,139.5,5715.0,0.94,1.0,0.05,4.49,476.733,1,1
Kepler-529 c,Kepler-529,Transit,1,12.8345022,0.1075,2.0,4.66,3.2,0.0,891.0,149.42,6087.0,1.14,1.07,-0.1,4.35,799.008,1,3
Kepler-944 b,Kepler-944,Transit,1,43.3167737,0.2288,2.63,7.41,2.24,0.0,459.0,20.174,5409.0,0.83,0.86,-0.11,4.54,1349.43,1,1
Kepler-942 b,Kepler-942,Transit,1,44.96417488,0.22737,2.13,5.18,2.95,0.0,379.0,4.957,4861.0,0.75,0.81,0.09,4.59,216.354,1,1
Kepler-1010 b,Kepler-1010,Transit,1,34.2685705,0.193,2.32,5.99,2.64,0.0,477.0,10.17,5253.0,0.82,0.86,-0.01,4.55,579.273,1,1
Kepler-882 b,Kepler-882,Transit,1,3.989539666,0.04741,1.23,2.04,6.02,0.0,903.0,259.029,5476.0,0.87,0.9,-0.03,4.52,504.605,1,1
Kepler-255 d,Kepler-255,Transit,1,1.045622658,0.0192,1.32,2.3,5.5,0.0,1710.0,1686.09,5431.0,0.86,0.9,0.02,4.53,1052.53,1,3
Kepler-758 c,Kepler-758,Transit,1,4.75793986,0.05768,1.69,3.5,3.98,0.0,1372.0,1211.822,6228.0,1.42,1.16,-0.1,4.19,1502.32,1,4
Kepler-1034 b,Kepler-1034,Transit,1,12.12400943,0.0965,2.26,5.73,2.73,0.0,675.0,36.787,5198.0,0.8,0.83,-0.06,4.57,654.549,1,1
Kepler-1013 b,Kepler-1013,Transit,1,18.93054959,0.137,2.15,5.27,2.91,0.0,766.0,16.101,4954.0,0.76,0.81,0.04,4.59,422.246,1,1
Kepler-1054 b,Kepler-1054,Transit,1,4.30655689,0.05542,2.63,7.41,2.24,0.0,1177.0,760.524,6209.0,1.34,1.22,0.09,4.26,1090.51,1,1
Kepler-760 c,Kepler-760,Transit,1,2.46697439,0.03489,1.48,2.79,4.73,0.0,1139.0,453.648,5322.0,0.85,0.89,0.08,4.54,792.336,1,2
Kepler-271 c,Kepler-271,Transit,1,7.41086267,0.06993,0.95,0.809,5.18,0.0,850.0,119.631,5555.0,0.87,0.9,-0.13,4.52,404.542,1,3
Kepler-967 b,Kepler-967,Transit,1,13.22713379,0.1027,2.35,6.12,2.59,0.0,638.0,39.1,5178.0,0.8,0.84,-0.03,4.56,568.546,1,2
Kepler-995 b,Kepler-995,Transit,1,28.26731672,0.1701,2.7,7.75,2.16,0.0,517.0,11.92,5206.0,0.8,0.83,-0.07,4.57,609.638,1,1
TOI-2368 b,TOI-2368,Transit,1,5.1750073,0.05649,10.83908434,206.58846455,0.88,0.061,1000.0,162.7267,5360.0,0.846,0.897,0.1,4.538,210.915,1,1
Kepler-1033 b,Kepler-1033,Transit,1,7.56052806,0.0761,2.51,6.85,2.38,0.0,914.0,159.422,5547.0,0.92,0.94,0.06,4.49,1455.5,1,1
Kepler-876 b,Kepler-876,Transit,1,5.14438011,0.0549,1.43,2.63,4.94,0.0,923.0,152.746,5060.0,0.77,0.81,-0.03,4.58,820.913,1,1
Kepler-875 b,Kepler-875,Transit,1,27.5073799,0.1771,2.9,8.75,1.97,0.0,569.0,41.431,5958.0,1.11,1.06,0.03,4.38,1242.62,1,1
Kepler-732 c,Kepler-732,Transit,1,0.893041236,0.0143,1.27,2.15,5.77,0.0,893.0,199.846,3631.0,0.46,0.49,-0.01,4.79,174.826,1,2
Kepler-1060 b,Kepler-1060,Transit,1,46.8779367,0.2495,2.38,6.26,2.55,0.0,484.0,17.416,5797.0,0.99,0.99,-0.03,4.44,946.565,1,1
Kepler-1008 b,Kepler-1008,Transit,1,12.43931193,0.09755,1.28,2.18,5.71,0.0,627.0,35.408,5066.0,0.78,0.81,-0.01,4.56,282.565,2,1
Kepler-1055 b,Kepler-1055,Transit,1,2.295036233,0.0335,1.23,2.04,6.02,0.0,1304.0,647.256,5723.0,0.94,0.98,-0.02,4.49,389.397,1,1
Kepler-1045 b,Kepler-1045,Transit,1,26.41045478,0.1616,2.69,7.7,2.17,0.0,512.0,19.127,5301.0,0.82,0.86,-0.03,4.55,942.485,1,1
Kepler-872 b,Kepler-872,Transit,1,2.578855068,0.0362,1.99,4.62,3.22,0.0,1230.0,553.056,5902.0,1.08,1.05,0.04,4.4,879.683,1,1
Kepler-1071 b,Kepler-1071,Transit,1,6.1799844,0.0629,2.38,6.26,2.55,0.0,814.0,45.12,5215.0,0.81,0.86,0.01,4.56,1042.27,1,1
Kepler-1139 b,Kepler-1139,Transit,1,0.813166719,0.01664,1.19,1.81,5.9,0.0,1693.0,1717.276,5550.0,0.91,0.94,0.05,4.5,495.156,1,1
Kepler-1180 b,Kepler-1180,Transit,1,16.8601286,0.1246,1.99,4.62,3.22,0.0,765.0,175.855,6077.0,1.14,1.09,0.0,4.36,1596.8,1,1
Kepler-1181 b,Kepler-1181,Transit,1,4.89337519,0.0621,1.57,3.09,4.39,0.0,1374.0,831.143,6176.0,1.3,1.17,0.03,4.27,938.417,1,2
Kepler-991 b,Kepler-991,Transit,1,82.5342519,0.3104,2.54,6.99,2.34,0.0,260.0,1.371,4392.0,0.61,0.64,-0.25,4.67,389.561,1,1
Kepler-1141 b,Kepler-1141,Transit,1,2.344511944,0.03496,0.82,0.477,4.75,0.0,1471.0,1146.953,5791.0,1.07,1.01,0.04,4.38,393.642,1,1
Kepler-1140 b,Kepler-1140,Transit,1,24.0862707,0.1478,2.77,8.1,2.09,0.0,500.0,13.051,4850.0,0.73,0.76,-0.08,4.61,656.48,1,1
Kepler-1183 b,Kepler-1183,Transit,1,28.5057189,0.1793,2.82,8.35,2.05,0.0,555.0,61.663,5765.0,0.99,1.0,0.04,4.45,1919.19,1,1
Kepler-1192 b,Kepler-1192,Transit,1,25.2034787,0.1693,2.36,6.17,2.58,0.0,600.0,34.742,5438.0,0.83,0.86,-0.16,4.55,1304.19,1,1
Kepler-1028 b,Kepler-1028,Transit,1,2.51462432,0.0354,1.33,2.33,5.44,0.0,1217.0,519.636,5522.0,0.87,0.9,-0.09,4.52,607.916,1,1
Kepler-1004 b,Kepler-1004,Transit,1,5.28789787,0.06791,6.28,32.5,0.721,0.0,1661.0,1610.087,4972.0,3.39,1.11,-0.04,3.43,1152.68,1,1
Kepler-1072 b,Kepler-1072,Transit,1,1.569066502,0.02742,1.58,3.12,4.35,0.0,1849.0,2944.0,6199.0,1.32,1.2,0.07,4.27,982.716,1,1
TOI-3919 b,TOI-3919,Transit,1,7.433234,0.0795,12.31866979,1233.17421916,3.63,0.259,1198.0,184.322,6100.0,1.319,1.208,0.175,4.279,604.591,1,1
Kepler-1065 b,Kepler-1065,Transit,1,3.609308907,0.0455,3.73,13.4,1.42,0.0,1092.0,419.91,5635.0,0.93,0.94,-0.01,4.49,1122.48,1,2
Kepler-1077 b,Kepler-1077,Transit,1,34.3511874,0.2101,2.77,8.1,2.09,0.0,576.0,26.928,5816.0,1.02,1.02,0.03,4.43,1101.42,1,1
Kepler-1194 b,Kepler-1194,Transit,1,16.22371307,0.1212,1.51,2.89,4.61,0.0,676.0,49.35,5590.0,0.92,0.94,0.0,4.49,757.382,1,1
Kepler-1197 b,Kepler-1197,Transit,1,2.03231845,0.02869,1.25,2.1,5.91,0.0,1011.0,267.142,4708.0,0.72,0.78,0.06,4.62,486.94,1,1
Kepler-1146 b,Kepler-1146,Transit,1,2.352265797,0.0325,1.23,2.04,6.02,0.0,1019.0,227.962,4692.0,0.7,0.74,-0.06,4.62,703.038,1,1
Kepler-1144 b,Kepler-1144,Transit,1,17.14647302,0.1291,1.99,4.62,3.22,0.0,811.0,62.061,5753.0,0.96,0.98,-0.03,4.47,1140.57,1,1
Kepler-1079 b,Kepler-1079,Transit,1,13.24503188,0.1092,1.63,3.29,4.17,0.0,887.0,195.353,5758.0,1.36,1.08,0.21,4.21,591.098,1,1
Kepler-1066 b,Kepler-1066,Transit,1,1.931559839,0.0298,2.36,6.17,2.58,0.0,1290.0,710.019,5762.0,0.98,0.98,-0.03,4.45,344.251,1,1
Kepler-1198 b,Kepler-1198,Transit,1,7.6847716,0.0732,1.47,2.76,4.77,0.0,830.0,108.069,5517.0,0.9,0.93,0.03,4.5,743.03,1,1
Kepler-1199 b,Kepler-1199,Transit,1,15.0447198,0.11309,1.15,1.6,5.78,0.0,931.0,131.7,5889.0,1.17,0.94,-0.27,4.27,563.493,1,1
Kepler-968 b,Kepler-968,Transit,1,3.692983728,0.0389,2.0,4.66,3.2,0.0,745.0,103.909,4598.0,0.7,0.76,0.13,4.63,290.324,1,3
Kepler-1047 b,Kepler-1047,Transit,1,56.1886887,0.29871,2.09,5.02,3.02,0.0,503.0,28.851,5754.0,1.13,1.08,0.29,4.37,817.647,1,2
Kepler-1148 b,Kepler-1148,Transit,1,1.104463509,0.0188,1.69,3.5,3.98,0.0,1397.0,815.407,5054.0,0.77,0.81,-0.02,4.58,625.692,1,1
Kepler-1147 b,Kepler-1147,Transit,1,10.62784997,0.0961,2.61,7.32,2.26,0.0,872.0,206.563,5941.0,1.14,1.09,0.11,4.36,1657.36,1,1
Kepler-1081 b,Kepler-1081,Transit,1,3.856918547,0.04662,1.01,1.01,5.39,0.0,972.0,225.216,5345.0,0.84,0.88,0.01,4.54,420.215,1,1
Kepler-1062 b,Kepler-1062,Transit,1,9.30412078,0.0748,1.76,3.75,3.78,0.0,583.0,33.76,4597.0,0.7,0.75,0.11,4.62,397.455,1,1
Kepler-1063 b,Kepler-1063,Transit,1,14.07971466,0.1176,1.49,2.83,4.7,0.0,931.0,54.93,5945.0,1.14,1.09,0.09,4.37,343.226,2,1
Kepler-1064 b,Kepler-1064,Transit,1,16.54080322,0.1183,1.55,3.02,4.46,0.0,570.0,24.87,5153.0,0.79,0.85,0.0,4.57,374.0,1,1
Kepler-1084 b,Kepler-1084,Transit,1,2.05333679,0.0324,1.11,1.41,5.67,0.0,1737.0,1766.593,6113.0,1.28,1.12,-0.02,4.27,405.533,1,1
Kepler-1087 b,Kepler-1087,Transit,1,0.693842855,0.01554,0.61,0.165,3.99,0.0,2161.0,3496.493,5589.0,0.94,0.96,0.01,4.48,362.623,1,1
Kepler-1207 b,Kepler-1207,Transit,1,13.68237119,0.1156,1.62,3.26,4.21,0.0,802.0,352.508,5909.0,1.06,1.06,0.05,4.41,1754.19,1,1
Kepler-1209 b,Kepler-1209,Transit,1,25.369116,0.17515,1.51,2.89,4.61,0.0,755.0,63.246,6210.0,1.38,1.23,0.12,4.24,505.531,1,1
Kepler-1114 b,Kepler-1114,Transit,1,14.97435694,0.11056,1.35,2.39,5.34,0.0,631.0,39.321,5374.0,0.83,0.87,-0.08,4.55,418.417,1,1
Kepler-1115 b,Kepler-1115,Transit,1,23.5540725,0.2134,1.7,3.53,3.95,0.0,1381.0,516.101,8480.0,1.73,1.6,-0.51,4.17,983.245,1,1
Kepler-1154 b,Kepler-1154,Transit,1,5.1856142,0.0631,2.34,6.08,2.61,0.0,1314.0,652.966,6327.0,1.43,1.26,0.04,4.23,1460.1,1,2
Kepler-1089 b,Kepler-1089,Transit,1,5.132485618,0.0497,1.83,4.01,3.6,0.0,584.0,26.266,3753.0,0.49,0.52,-0.09,4.76,259.328,1,1
Kepler-1216 b,Kepler-1216,Transit,1,4.37034536,0.0519,1.39,2.51,5.14,0.0,1191.0,415.553,5743.0,0.98,0.99,0.03,4.46,1258.36,1,1
Kepler-1215 b,Kepler-1215,Transit,1,4.76703963,0.0528,1.22,1.98,5.99,0.0,1046.0,253.964,5616.0,0.93,0.95,0.01,4.48,661.022,1,1
Kepler-1117 b,Kepler-1117,Transit,1,4.79028459,0.05485,1.11,1.41,5.67,0.0,938.0,194.976,5612.0,0.93,0.95,0.03,4.49,568.487,1,1
Kepler-1156 b,Kepler-1156,Transit,1,11.89520511,0.09704,1.32,2.3,5.5,0.0,787.0,83.014,5778.0,1.0,1.0,0.02,4.44,691.331,1,1
Kepler-1092 b,Kepler-1092,Transit,1,58.6017925,0.2996,2.07,4.94,3.06,0.0,508.0,17.016,5862.0,1.0,0.99,-0.09,4.44,981.233,1,1
Kepler-1093 b,Kepler-1093,Transit,1,25.0824626,0.17543,1.95,4.46,3.31,0.0,776.0,98.8,6166.0,1.2,1.13,-0.01,4.33,1072.88,1,2
Kepler-1210 b,Kepler-1210,Transit,1,8.07124073,0.0753,1.7,3.53,3.95,0.0,856.0,152.047,5568.0,0.92,0.94,0.04,4.49,1176.53,1,1
Kepler-1212 b,Kepler-1212,Transit,1,12.94130146,0.1082,2.14,5.22,2.93,0.0,795.0,142.096,6051.0,1.15,1.1,0.03,4.36,1316.57,1,1
Kepler-1120 b,Kepler-1120,Transit,1,2.949029052,0.0369,1.38,2.48,5.19,0.0,1027.0,206.874,4904.0,0.74,0.78,-0.04,4.6,615.231,1,1
Kepler-1159 b,Kepler-1159,Transit,1,22.70816791,0.1603,2.37,6.21,2.56,0.0,677.0,80.984,6217.0,1.28,1.19,0.04,4.3,1213.71,1,1
Kepler-1160 b,Kepler-1160,Transit,1,7.97034958,0.0755,2.14,5.22,2.93,0.0,839.0,93.308,5519.0,0.89,0.92,0.01,4.51,1077.63,1,1
Kepler-1096 b,Kepler-1096,Transit,1,2.892217506,0.034,1.24,2.07,5.97,0.0,794.0,124.866,4306.0,0.63,0.66,-0.1,4.66,377.976,1,1
Kepler-1094 b,Kepler-1094,Transit,1,78.1000231,0.3625,3.18,10.2,1.74,0.0,480.0,10.336,6112.0,1.21,1.14,0.06,4.33,1291.01,1,1
Kepler-1214 b,Kepler-1214,Transit,1,18.82634264,0.128,2.36,6.17,2.58,0.0,591.0,23.18,5130.0,0.8,0.85,0.05,4.57,729.227,1,1
Kepler-1122 b,Kepler-1122,Transit,1,42.1917357,0.2315,2.04,4.82,3.12,0.0,526.0,23.263,5544.0,0.89,0.92,-0.03,4.51,1230.42,1,1
Kepler-1124 b,Kepler-1124,Transit,1,2.852348975,0.0305,1.28,2.18,5.71,0.0,621.0,50.777,3658.0,0.34,0.35,-0.59,4.93,289.899,1,1
Kepler-1161 b,Kepler-1161,Transit,1,10.71252541,0.0784,2.13,5.18,2.95,0.0,485.0,26.229,4253.0,0.57,0.59,-0.35,4.7,547.726,1,1
Kepler-1097 b,Kepler-1097,Transit,1,187.747029,0.5791,3.26,10.7,1.7,0.0,267.0,1.3,5211.0,0.79,0.82,-0.11,4.57,719.802,1,1
Kepler-1098 b,Kepler-1098,Transit,1,2.543072855,0.0358,1.3,2.24,5.6,0.0,1319.0,995.67,5794.0,0.99,0.99,-0.02,4.45,1049.19,1,1
Kepler-1046 b,Kepler-1046,Transit,1,14.37508035,0.11858,1.71,3.57,3.92,0.0,786.0,101.4,5913.0,1.04,1.04,0.0,4.42,721.534,1,1
TOI-4153 b,TOI-4153,Transit,1,4.6174141,0.06311,16.11851425,365.50266805,0.477,0.039,1669.0,1212.0072,6860.0,1.605,1.572,0.317,4.224,423.84,1,1
Kepler-1125 b,Kepler-1125,Transit,1,17.6700642,0.1348,1.84,4.04,3.56,0.0,778.0,41.04,5683.0,0.94,0.95,-0.09,4.47,2011.41,1,1
Kepler-1126 b,Kepler-1126,Transit,1,108.593329,0.41251,1.73,3.64,3.86,0.0,374.0,4.55,5798.0,0.93,0.92,-0.26,4.46,635.736,1,2
Kepler-1166 b,Kepler-1166,Transit,1,33.2406882,0.1975,1.69,3.5,3.98,0.0,486.0,14.188,5446.0,0.86,0.9,-0.02,4.53,634.906,1,1
Kepler-1164 b,Kepler-1164,Transit,1,3.97599768,0.04635,1.12,1.46,5.71,0.0,936.0,181.205,5183.0,0.79,0.85,-0.03,4.57,431.622,1,1
Kepler-1102 b,Kepler-1102,Transit,1,51.3285623,0.2731,2.66,7.56,2.21,0.0,546.0,22.981,5724.0,0.94,0.96,-0.08,4.48,1246.05,1,1
Kepler-1100 b,Kepler-1100,Transit,1,6.42200058,0.06745,1.75,3.71,3.8,0.0,1000.0,238.508,6247.0,1.34,1.21,0.05,4.26,693.618,1,1
Kepler-1000 b,Kepler-1000,Transit,1,120.0181272,0.5326,4.76,20.3,1.03,0.0,473.0,18.0,6453.0,1.51,1.4,0.35,4.23,1115.62,1,1
Kepler-1127 b,Kepler-1127,Transit,1,5.12330347,0.0556,1.96,4.5,3.28,0.0,994.0,160.765,5664.0,0.95,0.97,0.04,4.47,842.459,1,1
Kepler-1128 b,Kepler-1128,Transit,1,61.6178167,0.302,3.65,12.9,1.46,0.0,424.0,6.451,5543.0,0.91,0.94,0.04,4.5,1083.41,1,1
Kepler-1073 b,Kepler-1073,Transit,1,8.67888593,0.0805,2.3,5.9,2.66,0.0,905.0,128.55,5792.0,1.0,1.0,0.0,4.44,809.897,1,3
Kepler-1169 b,Kepler-1169,Transit,1,6.11009134,0.06931,0.94,0.779,5.15,0.0,1125.0,348.046,6191.0,1.23,1.24,0.26,4.35,522.823,1,1
Kepler-1106 b,Kepler-1106,Transit,1,1.252752174,0.0239,1.65,3.36,4.11,0.0,2199.0,2399.974,6104.0,1.17,1.11,0.0,4.35,1090.7,1,1
Kepler-1037 b,Kepler-1037,Transit,1,1.063788673,0.0198,1.28,2.18,5.71,0.0,1650.0,1015.434,5105.0,0.78,0.82,-0.03,4.57,446.914,1,1
Kepler-1131 b,Kepler-1131,Transit,1,3.53232449,0.0459,1.59,3.15,4.31,0.0,1159.0,453.142,5851.0,1.04,1.03,0.05,4.42,1030.7,1,1
Kepler-1132 b,Kepler-1132,Transit,1,62.8916228,0.2881,2.35,6.12,2.59,0.0,384.0,4.547,5298.0,0.83,0.87,-0.01,4.55,867.931,1,1
Kepler-480 b,Kepler-480,Transit,1,4.919583795,0.06024,2.78,8.15,2.08,0.0,1312.0,764.078,6322.0,1.34,1.25,0.11,4.28,847.508,1,1
Kepler-1108 b,Kepler-1108,Transit,1,4.51005748,0.0511,1.46,2.73,4.82,0.0,1063.0,206.414,5406.0,0.84,0.88,-0.09,4.54,767.701,1,1
Kepler-1109 b,Kepler-1109,Transit,1,37.6467384,0.2466,2.19,5.43,2.84,0.0,787.0,11.382,5893.0,1.06,1.05,0.04,4.41,685.087,1,1
Kepler-994 b,Kepler-994,Transit,1,1.151166506,0.0177,1.6,3.19,4.28,0.0,957.0,243.984,3934.0,0.54,0.56,-0.13,4.72,188.158,1,1
Kepler-1133 b,Kepler-1133,Transit,1,11.55562343,0.0983,1.97,4.54,3.26,0.0,703.0,55.758,5569.0,0.9,0.93,-0.02,4.5,753.135,1,1
Kepler-1172 b,Kepler-1172,Transit,1,26.0204423,0.168,3.2,10.3,1.73,0.0,675.0,26.356,5558.0,0.89,0.92,-0.04,4.51,1306.53,1,1
Kepler-1173 b,Kepler-1173,Transit,1,0.7698536,0.0156,0.89,0.64,4.99,0.0,1650.0,1462.098,5252.0,0.82,0.86,0.0,4.55,377.06,1,1
Kepler-1111 b,Kepler-1111,Transit,1,8.79617863,0.0872,2.0,4.66,3.2,0.0,938.0,118.52,6077.0,1.15,1.1,0.02,4.36,841.536,1,1
Kepler-1049 b,Kepler-1049,Transit,1,3.273460736,0.0349,0.95,0.809,5.18,0.0,625.0,50.427,3864.0,0.49,0.51,-0.33,4.77,162.006,1,1
Kepler-1135 b,Kepler-1135,Transit,1,76.957857,0.3436,1.85,4.08,3.54,0.0,451.0,25.76,5656.0,0.94,0.96,0.02,4.47,1314.64,1,1
Kepler-478 b,Kepler-478,Transit,1,13.2217576,0.1032,2.71,7.8,2.15,0.0,640.0,39.56,5210.0,0.8,0.85,-0.03,4.56,420.0,1,1
Kepler-1175 b,Kepler-1175,Transit,1,37.94563,0.2181,2.99,9.22,1.9,0.0,515.0,12.938,5453.0,0.86,0.9,-0.04,4.53,1121.89,1,1
Kepler-1174 b,Kepler-1174,Transit,1,6.89225223,0.0732,1.59,3.15,4.31,0.0,1156.0,641.814,5936.0,1.04,1.04,-0.04,4.42,1408.75,1,1
Kepler-508 b,Kepler-508,Transit,1,25.30889748,0.17274,1.64,3.33,4.15,0.0,710.0,60.372,6025.0,1.25,1.16,0.18,4.3,324.618,1,1
Kepler-954 b,Kepler-954,Transit,1,16.78176602,0.1202,2.32,5.99,2.64,0.0,545.0,21.531,4990.0,0.76,0.82,0.02,4.59,215.814,1,1
Kepler-1050 b,Kepler-1050,Transit,1,15.3787546,0.12353,1.6,3.19,4.28,0.0,1039.0,62.025,6010.0,1.13,1.09,0.03,4.37,490.488,1,2
Kepler-1136 b,Kepler-1136,Transit,1,2.361724329,0.0299,1.64,3.33,4.15,0.0,922.0,150.055,4512.0,0.68,0.72,0.03,4.63,491.406,1,1
Kepler-1177 b,Kepler-1177,Transit,1,106.247547,0.4301,1.9,4.27,3.42,0.0,377.0,11.862,5712.0,0.97,0.98,0.02,4.46,1299.97,1,1
Kepler-1075 b,Kepler-1075,Transit,1,1.52372816,0.0208,1.42,2.6,4.99,0.0,818.0,143.968,3959.0,0.54,0.56,-0.17,4.72,291.275,1,1
Kepler-1186 b,Kepler-1186,Transit,1,16.07677615,0.1281,2.23,5.6,2.77,0.0,724.0,85.385,5635.0,0.93,0.95,0.0,4.49,1337.25,1,1
Kepler-1188 b,Kepler-1188,Transit,1,17.1369543,0.135,2.08,4.98,3.04,0.0,775.0,165.573,5913.0,1.06,1.04,0.0,4.4,1717.48,1,1
Kepler-1001 b,Kepler-1001,Transit,1,14.30511983,0.11147,3.15,10.1,1.78,0.0,693.0,40.853,5491.0,0.88,0.9,-0.03,4.52,928.978,1,2
Kepler-1277 b,Kepler-1277,Transit,1,40.8365012,0.21857,1.6,3.19,4.28,0.0,496.0,12.11,5578.0,0.92,0.94,-0.01,4.49,557.193,1,1
Kepler-1276 b,Kepler-1276,Transit,1,12.5720095,0.10863,1.19,1.81,5.9,0.0,886.0,139.77,6188.0,1.21,1.14,-0.02,4.33,538.481,1,1
Kepler-1323 b,Kepler-1323,Transit,1,0.929906678,0.01911,1.52,2.92,4.57,0.0,2291.0,5067.603,6169.0,1.4,1.18,0.02,4.21,465.417,1,1
Kepler-1322 b,Kepler-1322,Transit,1,0.962867382,0.0183,1.61,3.22,4.24,0.0,1666.0,2651.424,5488.0,0.87,0.9,-0.07,4.52,1350.32,1,2
Kepler-1368 b,Kepler-1368,Transit,1,0.675649486,0.0153,1.65,3.36,4.11,0.0,2085.0,4849.257,5906.0,1.08,1.07,0.1,4.4,1635.82,1,1
Kepler-1236 b,Kepler-1236,Transit,1,31.0571618,0.1803,2.14,5.22,2.93,0.0,480.0,13.571,5337.0,0.82,0.86,-0.09,4.55,999.64,1,1
Kepler-1280 b,Kepler-1280,Transit,1,66.5579057,0.33982,1.87,4.16,3.5,0.0,757.0,35.293,6227.0,1.32,1.2,0.04,4.28,1486.7,1,1
Kepler-1279 b,Kepler-1279,Transit,1,23.4774101,0.1785,1.75,3.71,3.8,0.0,738.0,190.851,6221.0,1.33,1.21,0.06,4.26,1494.22,1,1
